title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc
Relative Fear,1995,insufficient sample,2.0,insufficient sample,9.0,Missing,Missing
Stuart Saves His Family,1995,insufficient sample,3.0,Missing,Missing,Missing,Missing
The Swan Princess,1994,Missing,Missing,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
The Secret of Roan Inish,1994,0.25,12.0,insufficient sample,3.0,3,There are two or more women in this movie and they talk to each other about something other than a man
The Specialist,1994,insufficient sample,9.0,insufficient sample,6.0,1,"There are two or more women in this movie, but they don't talk to each other"
Stargate,1994,0.11764705882352941,17.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
The Santa Clause,1994,insufficient sample,8.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
The Shawshank Redemption,1994,Missing,Missing,Missing,Missing,0,Fewer than two women in this movie
Shallow Grave,1994,insufficient sample,8.0,Missing,Missing,Missing,Missing
Suture,1993,0.25,12.0,insufficient sample,7.0,Missing,Missing
Fresa y chocolate,1993,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing
Swimming with Sharks,1994,insufficient sample,2.0,insufficient sample,9.0,Missing,Missing
The Sum of Us,1994,insufficient sample,4.0,Missing,Missing,Missing,Missing
Senior Trip,1995,insufficient sample,2.0,Missing,Missing,Missing,Missing
æ´»ç�€,1994,insufficient sample,1.0,Missing,Missing,Missing,Missing
Tank Girl,1995,insufficient sample,9.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Tales from the Crypt: Demon Knight,1995,0.13333333333333333,15.0,Missing,Missing,Missing,Missing
Star Trek: Generations,1994,0.08333333333333333,12.0,Missing,Missing,Missing,Missing
Tales from the Hood,1995,insufficient sample,9.0,Missing,Missing,Missing,Missing
Tom & Viv,1994,insufficient sample,6.0,Missing,Missing,Missing,Missing
Village of the Damned,1995,0.08333333333333333,12.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Tommy Boy,1995,insufficient sample,6.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Vanya on 42nd Street,1994,insufficient sample,7.0,insufficient sample,9.0,Missing,Missing
The Underneath,1995,0.4117647058823529,17.0,Missing,Missing,Missing,Missing
The Walking Dead,1995,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing
What's Eating Gilbert Grape,1993,insufficient sample,3.0,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
Virtuosity,1995,insufficient sample,5.0,0.5454545454545454,11.0,Missing,Missing
While You Were Sleeping,1995,insufficient sample,3.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
The War,1994,insufficient sample,3.0,0.375,16.0,Missing,Missing
Double Happiness,1994,insufficient sample,6.0,insufficient sample,5.0,Missing,Missing
Muriel's Wedding,1994,insufficient sample,8.0,0.5833333333333334,12.0,3,There are two or more women in this movie and they talk to each other about something other than a man
The Baby-Sitters Club,1995,insufficient sample,1.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Ace Ventura: Pet Detective,1994,insufficient sample,9.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man"
"The Adventures of Priscilla, Queen of the Desert",1994,insufficient sample,8.0,insufficient sample,4.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Backbeat,1994,insufficient sample,8.0,Missing,Missing,Missing,Missing
Bitter Moon,1992,0.18181818181818182,11.0,insufficient sample,6.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Bullets Over Broadway,1994,insufficient sample,8.0,insufficient sample,10.0,Missing,Missing
Clear and Present Danger,1994,Missing,Missing,0.23529411764705882,17.0,Missing,Missing
The Client,1994,0.26666666666666666,15.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
"Corrina, Corrina",1994,insufficient sample,7.0,insufficient sample,7.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Crooklyn,1994,insufficient sample,3.0,0.15384615384615385,13.0,3,There are two or more women in this movie and they talk to each other about something other than a man
The Crow,1994,Missing,Missing,0.26666666666666666,15.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Cobb,1994,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing
The Flintstones,1994,0.16666666666666666,24.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Forrest Gump,1994,Missing,Missing,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
Four Weddings and a Funeral,1994,0.2727272727272727,11.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Higher Learning,1995,insufficient sample,8.0,0.46153846153846156,13.0,3,There are two or more women in this movie and they talk to each other about something other than a man
I Like It Like That,1994,insufficient sample,2.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
I Love Trouble,1994,0.35714285714285715,14.0,Missing,Missing,Missing,Missing
It Could Happen to You,1994,insufficient sample,6.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
The Jungle Book,1994,insufficient sample,8.0,Missing,Missing,Missing,Missing
Die Macht der Bilder: Leni Riefenstahl,1993,Missing,Missing,insufficient sample,3.0,Missing,Missing
The Lion King,1994,0.10526315789473684,19.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
Little Buddha,1993,insufficient sample,7.0,insufficient sample,5.0,1,"There are two or more women in this movie, but they don't talk to each other"
New Nightmare,1994,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
The Mask,1994,insufficient sample,7.0,0.26666666666666666,15.0,1,"There are two or more women in this movie, but they don't talk to each other"
Maverick,1994,insufficient sample,9.0,0.19047619047619047,42.0,Missing,Missing
Mrs. Parker and the Vicious Circle,1994,insufficient sample,4.0,0.3548387096774194,31.0,Missing,Missing
The Naked Gun 33â…“: The Final Insult,1994,0.0,12.0,Missing,Missing,Missing,Missing
The Paper,1994,0.0,11.0,Missing,Missing,Missing,Missing
Reality Bites,1994,0.6363636363636364,11.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Red Rock West,1993,0.16666666666666666,12.0,insufficient sample,10.0,Missing,Missing
RiÂ¢hie RiÂ¢h,1994,insufficient sample,10.0,insufficient sample,10.0,Missing,Missing
Safe Passage,1994,insufficient sample,3.0,Missing,Missing,Missing,Missing
The River Wild,1994,Missing,Missing,Missing,Missing,Missing,Missing
Speed,1994,insufficient sample,10.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Speechless,1994,insufficient sample,3.0,Missing,Missing,Missing,Missing
Timecop,1994,0.16666666666666666,12.0,0.18181818181818182,11.0,1,"There are two or more women in this movie, but they don't talk to each other"
True Lies,1994,0.2777777777777778,18.0,insufficient sample,10.0,3,There are two or more women in this movie and they talk to each other about something other than a man
When a Man Loves a Woman,1994,insufficient sample,6.0,0.65625,32.0,Missing,Missing
Wolf,1994,Missing,Missing,0.3333333333333333,15.0,Missing,Missing
Wyatt Earp,1994,0.1875,16.0,Missing,Missing,Missing,Missing
Bad Company,1995,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing
A Man of No Importance,1994,0.25,12.0,insufficient sample,6.0,Missing,Missing
S.F.W.,1994,0.36363636363636365,11.0,insufficient sample,9.0,Missing,Missing
A Low Down Dirty Shame,1994,insufficient sample,2.0,Missing,Missing,Missing,Missing
"Boys Life: Three Stories of Love, Lust, and Liberation",1994,Missing,Missing,Missing,Missing,Missing,Missing
Le colonel Chabert,1994,Missing,Missing,insufficient sample,8.0,Missing,Missing
Jason's Lyric,1994,insufficient sample,1.0,Missing,Missing,Missing,Missing
The Secret Adventures of Tom Thumb,1993,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
Street Fighter,1994,0.09090909090909091,11.0,0.15384615384615385,13.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Coldblooded,1995,Missing,Missing,insufficient sample,8.0,Missing,Missing
Desert Winds,1997,insufficient sample,2.0,Missing,Missing,Missing,Missing
Fall Time,1995,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
The Fear,1995,insufficient sample,6.0,insufficient sample,9.0,Missing,Missing
Frank and Ollie,1995,Missing,Missing,Missing,Missing,Missing,Missing
Girl in the Cadillac,1995,insufficient sample,2.0,Missing,Missing,Missing,Missing
Homage,1995,Missing,Missing,insufficient sample,5.0,Missing,Missing
Mirage,1995,Missing,Missing,insufficient sample,4.0,Missing,Missing
Open Season,1996,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing
Dos CrÃ­menes,1995,Missing,Missing,insufficient sample,4.0,Missing,Missing
Brother Minister: The Assassination of Malcolm X,1995,Missing,Missing,Missing,Missing,Missing,Missing
Highlander III: The Sorcerer,1994,insufficient sample,4.0,Missing,Missing,Missing,Missing
Federal Hill,1995,Missing,Missing,insufficient sample,3.0,Missing,Missing
In the Mouth of Madness,1994,0.18181818181818182,11.0,insufficient sample,10.0,1,"There are two or more women in this movie, but they don't talk to each other"
8 Seconds,1994,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing
Above the Rim,1994,Missing,Missing,insufficient sample,7.0,Missing,Missing
Addams Family Values,1993,0.0,12.0,0.36363636363636365,22.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Martin Lawrence: You So Crazy,1994,insufficient sample,2.0,Missing,Missing,Missing,Missing
The Age of Innocence,1993,insufficient sample,8.0,0.5625,16.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Airheads,1994,insufficient sample,9.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
The Air Up There,1994,0.2727272727272727,11.0,Missing,Missing,Missing,Missing
Another Stakeout,1993,insufficient sample,7.0,Missing,Missing,Missing,Missing
Bad Girls,1994,insufficient sample,5.0,insufficient sample,9.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Barcelona,1994,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing
Being Human,1994,insufficient sample,10.0,Missing,Missing,Missing,Missing
The Beverly Hillbillies,1993,insufficient sample,8.0,0.5454545454545454,11.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Beverly Hills Cop III,1994,0.07142857142857142,14.0,0.13636363636363635,22.0,0,Fewer than two women in this movie
Black Beauty,1994,0.46153846153846156,13.0,0.1111111111111111,18.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Blink,1994,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing
Blown Away,1994,0.09090909090909091,11.0,Missing,Missing,Missing,Missing
Blue Chips,1994,0.0,11.0,Missing,Missing,Missing,Missing
Blue Sky,1994,insufficient sample,10.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Body Snatchers,1993,0.18181818181818182,11.0,insufficient sample,8.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Boxing Helena,1993,insufficient sample,9.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
A Bronx Tale,1993,Missing,Missing,Missing,Missing,Missing,Missing
Cabin Boy,1994,insufficient sample,3.0,0.23076923076923078,13.0,Missing,Missing
Calendar Girl,1993,insufficient sample,1.0,Missing,Missing,Missing,Missing
Carlito's Way,1993,0.17647058823529413,17.0,Missing,Missing,Missing,Missing
City Slickers II: The Legend of Curly's Gold,1994,insufficient sample,5.0,Missing,Missing,Missing,Missing
Clean Slate,1994,insufficient sample,6.0,Missing,Missing,Missing,Missing
Cliffhanger,1993,0.2631578947368421,19.0,0.21428571428571427,14.0,1,"There are two or more women in this movie, but they don't talk to each other"
